Name,Price,Rating,Details,Image,Link
GRACE KARIN Girls Floral Smock Dress Flutter Sleeves Flowing Tiered Layers Spring Summer Midi Holiday Boho Dresses 5-12Y,$25.18,4.3,"Fabric type
95% Polyester, 5% Elastane
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/71Ko4iKycML._AC_SX342_.jpg,https://www.amazon.com/GRACE-KARIN-Flutter-Sleeves-Birthday/dp/B0DNVNY18Y/ref=sr_1_53
GRACE KARIN Girls Sequin Dress One Sleeve Formal Pageant Prom Party Dresses Size 5-14,$38.69,4.6,"Fabric type
100% Polyester
Care instructions
Hand Wash Only
Origin
Imported
Closure type
Zipper",https://m.media-amazon.com/images/I/61yLww3-baL._AC_SX385_.jpg,https://www.amazon.com/GRACE-KARIN-Sparkly-Birthday-Dresses/dp/B0D6R9N295/ref=sr_1_54
Gymboree Girls and Toddler Short Sleeve Fit and Flare Dresses,$32.07 - $34.56,4.6,"Fabric type
100% Cotton
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/81L1WPyvZBL._AC_SX342_.jpg,https://www.amazon.com/Gymboree-Toddler-Sleeve-Dresses-Flowers/dp/B0DJMQGK2T/ref=sr_1_55
"The Children's Place,and Toddler Short Sleeve Dressy Dress",$8.30,4.7,"Fabric type
100% Polyester
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/81-NUklFe2L._AC_SX342_.jpg,https://www.amazon.com/Childrens-Place-Baby-Girls-Toddler-Dresses/dp/B0DJ9ZSQQL/ref=sr_1_56
blibean Tween Girls Summer High Low Boho Dresses Size 4-15 Years,$23.47,4.5,"Fabric type
60%Polyester+35%Viscose+5%Elastane
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/61h2HXVRVSL._AC_SY445_.jpg,https://www.amazon.com/blibean-Sleeve-Dresses-Outfits-Clothes/dp/B0BWJRDH7W/ref=sr_1_57
EXARUS Girls Spaghetti Strap/Long Sleeve Special Occasion Bodycon Ruched Dresses Teen Party Formal Graduation Dance,$33.99,4.4,"Fabric type
90% Polyester, 10% Spandex, Mesh
Care instructions
Hand Wash Only
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/61sh1Ck0DmL._AC_SY445_.jpg,https://www.amazon.com/EXARUS-Sleeve-Bodycon-Summer-Dresses/dp/B0CRDWFSY2/ref=sr_1_58
Haloumoning Girls Dresses Kids Summer Double Layer Ruffle Sleeve Dress 5-14 Years,$25.63,4.4,"Fabric type
100% Polyester
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/61LGO6vQbpL._AC_SY445_.jpg,https://www.amazon.com/Haloumoning-Dresses-Summer-Double-Ruffle/dp/B0DP4HQGVZ/ref=sr_1_53
blibean Teen Girls Flower Dresses Semi Formal Sleeveless Wedding Dress Size 6-15 Years,$33.28,4.5,"Fabric type
100% Polyester
Care instructions
Machine Wash
Origin
Imported
Closure type
Button",https://m.media-amazon.com/images/I/61xH7UJXVlL._AC_SY445_.jpg,https://www.amazon.com/blibean-Fashion-Sleeveless-Dresses-Bridesmaid/dp/B0DH16WZ41/ref=sr_1_54
The Children's Place Girls' Casual Sleeveless Tiered Dresses,$29.99,4.8,"Fabric type
100% Cotton
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/81zXkx5QvfL._AC_SX342_.jpg,https://www.amazon.com/Childrens-Place-Casual-Sleeveless-Dresses/dp/B0DS6CL569/ref=sr_1_55
PATPAT Multipack Girl Toddler Dresses Sleeveless Flamingo Striped Toddler Casual Dresses,$26.09 - $29.96,4.7,"Fabric type
Solid Color:94% Cotton, 6% Spandex Colorful:95% Polyester, 5% Spandex
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/71MRX-Kaz8L._AC_SY445_.jpg,https://www.amazon.com/PATPAT-Toddler-Multipack-Dresses-Priness/dp/B08ZSDQ7XB/ref=sr_1_56
GORLYA Girl's Short Sleeve Floral Print Loose Casual Long Maxi Dress with Pockets 4-12 Years,$19.54,4.7,"Fabric type
100% Polyester
Care instructions
Machine Wash, Hand Wash Only
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/61VRLXa74WS._AC_SY445_.jpg,https://www.amazon.com/GORLYA-Sleeve-Holiday-Pockets-12-13Years/dp/B094FVHGLJ/ref=sr_1_61
